,data,Tendência Linear,Tendência Quadrática,Filtro HP,Filtro de Hamilton,IFI,BCB
51,2011Q4,11.9921563675099,5.83198459044123,1.001378316755397,4.7693052295584515,0.57,0.8999999999999986
52,2012Q1,9.777015010353152,3.7386879384244454,-1.063548650623769,1.3906227004086613,-0.4,0.9499999999999993
53,2012Q2,11.164306017804847,5.062863961925879,0.18299424711856194,2.010444786630594,0.01,1.0100000000000016
54,2012Q3,12.487548272325167,6.340183928032306,1.4396884890932382,2.9975334489488192,0.61,1.1600000000000001
55,2012Q4,11.89738951907795,5.822138446221459,1.0418651919601452,1.8366425995981706,0.8,1.4200000000000017
56,2013Q1,11.895587455027146,5.873605420402472,1.247339493221089,1.3128922239653118,1.02,1.6900000000000013
57,2013Q2,12.841388299937329,6.835568956473792,2.3870482409530602,1.7409737758593335,1.33,1.9699999999999989
58,2013Q3,12.757357570530225,6.836482688747014,2.6706048268292815,2.3717168189269167,1.49,2.1900000000000013
59,2013Q4,12.331843823728072,6.5269187611868285,2.7171668581337016,1.6825433672800205,1.69,2.3999999999999986
60,2014Q1,12.684124644811522,6.968409985736068,3.5486700430939377,4.0659036092852485,1.8500000000000003,2.34
61,2014Q2,10.41493903009858,4.932859990177962,2.0317116199530805,0.6647725196472276,1.42,2.16
62,2014Q3,9.759854493390607,4.441380667518424,2.0544641258031016,-0.2923017850550824,0.84,1.8599999999999994
63,2014Q4,9.741152519614339,4.567939009397404,2.7214159707366514,-0.2577088232169622,0.45999999999999996,1.5199999999999996
64,2015Q1,8.30548728111198,3.3555928956478853,2.1004154167413303,-1.6073367453111498,-0.01,0.9400000000000013
65,2015Q2,5.172050201392575,0.5293543907687548,-0.11530125516613365,-4.799698409397846,-1.2,0.16000000000000014
66,2015Q3,2.8825526324508965,-1.4860218737332898,-1.5431964705579282,-6.761782079662049,-2.21,-0.9299999999999997
67,2015Q4,1.546259467683453,-2.5822332352535837,-2.0723762259525103,-7.783826885431544,-3.25,-1.6799999999999997
68,2016Q1,-0.44928173611437083,-4.304549584659556,-3.2597500320108552,-9.672129895978465,-4.08,-2.280000000000001
69,2016Q2,-0.6981386787221155,-4.339757594332728,-2.7736534191447726,-8.193867503763164,-3.85,-2.8200000000000003
70,2016Q3,-1.779515329594028,-5.167347799254774,-3.1272389666957556,-8.891406640672106,-3.94,-3.030000000000001
71,2016Q4,-2.3962253747844886,-5.537656861214469,-3.0555064813457156,-8.979726039917125,-3.7900000000000005,-3.2300000000000004
72,2017Q1,-1.9351158783383449,-4.852706811268703,-1.9394902506099432,-7.595813484414926,-3.1400000000000006,-3.16
73,2017Q2,-1.641999381651038,-4.316298242697092,-1.0141149577398645,-5.08301041500514,-2.48,-2.9800000000000004
74,2017Q3,-1.9333415520877306,-4.33577591727815,-0.7058252882658378,-3.427205503793207,-2.15,-2.6700000000000017
75,2017Q4,-1.9308200226060168,-4.056587741634332,-0.13130200080118115,-1.967810183865848,-1.68,-2.2300000000000004
76,2018Q1,-1.8902667156257547,-3.7271801570241125,0.4524935200488134,-0.1986791147649103,-1.19,-1.8599999999999994
77,2018Q2,-2.503526011713375,-4.02811410661843,0.33413304750458117,-0.6699717347416589,-1.06,-1.7800000000000011
78,2018Q3,-2.0962072409493326,-3.3119728329263576,1.2349998141144125,0.983048117232932,-1.23,-1.6700000000000017
79,2018Q4,-2.8798226491225654,-3.760080081340089,0.8723515763941814,0.5030445165411068,-1.41,-1.5799999999999983
80,2019Q1,-3.0977202657247016,-3.6377514885455597,1.0613052897983088,0.12023871642092843,-1.58,-1.5199999999999996
81,2019Q2,-3.077306012289993,-3.2657890991985683,1.4648387096936277,-0.016016730464329942,-1.52,-1.5399999999999991
82,2019Q3,-3.5801079934739133,-3.4043690713311037,1.2833917936097006,-0.37935955613263017,-1.34,-1.5199999999999996
83,2019Q4,-3.2479319644129423,-2.693496651731586,1.939639916380842,0.015754543081736294,-1.26,-1.3900000000000006
84,2020Q1,-5.965215997467521,-5.045522234707089,-0.6663693171467422,-2.653975368349182,-3.34,-3.280000000000001
85,2020Q2,-14.782080706681644,-13.591255808058255,-9.78970894352168,-11.282941809886694,-9.57,-6.74
86,2020Q3,-8.526162553013773,-6.851030234541977,-3.013243646667607,-5.077158313524144,-4.8,-4.07
87,2020Q4,-5.52687700046971,-3.3730302537528845,0.2757013645262818,-1.0633588979234831,-2.59,-2.7600000000000016
88,2021Q1,-5.19036445857568,-2.5894407148333687,0.6955231948287732,-0.6706524253737411,-1.79,-1.8900000000000006
89,2021Q2,-6.363159586049816,-3.3463357608952804,-0.5306875514205167,-1.6326650024023892,-1.96,-1.1499999999999986
90,2021Q3,-6.735310795350513,-3.2699587162598687,-0.9457939815964433,-1.5777222588231554,-1.76,-0.620000000000001
91,2021Q4,-6.0179214936835095,-2.0473328709329053,-0.23957263509347682,-1.0988195665458833,-1.41,-0.19000000000000128
92,2022Q1,-5.841394697269964,-1.369128083753124,-0.1395889396632377,1.6999114527394887,-1.04,0.0799999999999983
93,2022Q2,-5.280395157468066,-0.26929042081480503,0.3401293869541355,10.856602524881254,-0.76,0.1999999999999993
94,2022Q3,-4.786432796443707,0.7809817959050891,0.7246310079177753,5.139487206908888,-0.09,0.28000000000000114
95,2022Q4,-4.949034455404522,1.1536455357886721,0.3955365926744614,4.481393204457396,-0.01,0.28999999999999915
96,2023Q1,-4.142411832978555,2.5773092599499225,1.074294769635764,2.3931672117793568,0.07,0.28999999999999915
97,2023Q2,-3.9001018542542343,3.4194138655486928,1.1449316532730958,4.083172926548073,0.31,0.3200000000000003
98,2023Q3,-4.254616700197067,3.634860537542983,0.579400252687523,4.410993272221808,0.07,0.35999999999999943
99,2023Q4,-4.551327381516412,3.9253126521486603,0.06989169521229854,3.798547304467559,-0.13,0.46999999999999886
100,2024Q1,-4.298396469662846,4.830733247547947,0.13252444820672782,3.9528411880102476,0.1,0.7100000000000009
101,2024Q2,-3.188126961412796,6.701502418323946,1.0868389571115467,4.4965602390482085,0.4699999999999999,0.9499999999999993
102,2024Q3,-2.8440506910146435,7.755229356945814,1.2372308148189237,4.589841486831214,0.91,1.1400000000000006
103,2024Q4,-3.506486371812312,7.70817359528666,0.3397285457717558,4.028405560599846,0.73,1.1799999999999997
